Sexo;Titulación;Ocupación en el primer empleo;Total
Ambos sexos;10 - SERVICIOS;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;9
Ambos sexos;10 - SERVICIOS;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);66
Ambos sexos;10 - SERVICIOS;Operadores de instalaciones y maquinaria, y montadores;58
Ambos sexos;10 - SERVICIOS;Ocupaciones elementales;151
Ambos sexos;10 - SERVICIOS;Ocupaciones militares;59
Ambos sexos;10 - SERVICIOS;No consta;0
Ambos sexos;Hostelería;Total;99
Ambos sexos;Hostelería;Directores y gerentes;1
Ambos sexos;Hostelería;Técnicos y profesionales científicos e intelectuales;58
Ambos sexos;Hostelería;Técnicos profesionales de apoyo;2
Ambos sexos;Hostelería;Empleados contables, administrativos y otros empleados de oficina;20
Ambos sexos;Hostelería;Trabajadores de los servicios de restauración, personales, protección y vendedores;14
Ambos sexos;Hostelería;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Hostelería;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Hostelería;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Hostelería;Ocupaciones elementales;4
Ambos sexos;Hostelería;Ocupaciones militares;0
Ambos sexos;Hostelería;No consta;0
Ambos sexos;Actividades físicas y deportivas;Total;612
Ambos sexos;Actividades físicas y deportivas;Directores y gerentes;15
Ambos sexos;Actividades físicas y deportivas;Técnicos y profesionales científicos e intelectuales;224
Ambos sexos;Actividades físicas y deportivas;Técnicos profesionales de apoyo;231
Ambos sexos;Actividades físicas y deportivas;Empleados contables, administrativos y otros empleados de oficina;28
Ambos sexos;Actividades físicas y deportivas;Trabajadores de los servicios de restauración, personales, protección y vendedores;94
Ambos sexos;Actividades físicas y deportivas;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Actividades físicas y deportivas;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Actividades físicas y deportivas;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Actividades físicas y deportivas;Ocupaciones elementales;19
Ambos sexos;Actividades físicas y deportivas;Ocupaciones militares;2
Ambos sexos;Actividades físicas y deportivas;No consta;0
Ambos sexos;Viajes, turismo y ocio;Total;453
Ambos sexos;Viajes, turismo y ocio;Directores y gerentes;24
Ambos sexos;Viajes, turismo y ocio;Técnicos y profesionales científicos e intelectuales;74
Ambos sexos;Viajes, turismo y ocio;Técnicos profesionales de apoyo;32
Ambos sexos;Viajes, turismo y ocio;Empleados contables, administrativos y otros empleados de oficina;215
Ambos sexos;Viajes, turismo y ocio;Trabajadores de los servicios de restauración, personales, protección y vendedores;103
Ambos sexos;Viajes, turismo y ocio;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Viajes, turismo y ocio;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Viajes, turismo y ocio;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Viajes, turismo y ocio;Ocupaciones elementales;5
Ambos sexos;Viajes, turismo y ocio;Ocupaciones militares;0
Ambos sexos;Viajes, turismo y ocio;No consta;0
Ambos sexos;Salud y seguridad laboral;Total;3.002
Ambos sexos;Salud y seguridad laboral;Directores y gerentes;133
Ambos sexos;Salud y seguridad laboral;Técnicos y profesionales científicos e intelectuales;1.034
Ambos sexos;Salud y seguridad laboral;Técnicos profesionales de apoyo;940
Ambos sexos;Salud y seguridad laboral;Empleados contables, administrativos y otros empleados de oficina;358
Ambos sexos;Salud y seguridad laboral;Trabajadores de los servicios de restauración, personales, protección y vendedores;275
Ambos sexos;Salud y seguridad laboral;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;9
Ambos sexos;Salud y seguridad laboral;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);62
Ambos sexos;Salud y seguridad laboral;Operadores de instalaciones y maquinaria, y montadores;58
Ambos sexos;Salud y seguridad laboral;Ocupaciones elementales;115
Ambos sexos;Salud y seguridad laboral;Ocupaciones militares;17
Ambos sexos;Salud y seguridad laboral;No consta;0
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Total;309
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Directores y gerentes;21
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Técnicos y profesionales científicos e intelectuales;126
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Técnicos profesionales de apoyo;28
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Empleados contables, administrativos y otros empleados de oficina;13
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Trabajadores de los servicios de restauración, personales, protección y vendedores;94
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Ocupaciones elementales;1
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;Ocupaciones militares;25
Ambos sexos;Protección de la propiedad y las personas y enseñanza militar;No consta;0
Ambos sexos;Servicios de transporte;Total;198
Ambos sexos;Servicios de transporte;Directores y gerentes;10
Ambos sexos;Servicios de transporte;Técnicos y profesionales científicos e intelectuales;74
Ambos sexos;Servicios de transporte;Técnicos profesionales de apoyo;44
Ambos sexos;Servicios de transporte;Empleados contables, administrativos y otros empleados de oficina;39
Ambos sexos;Servicios de transporte;Trabajadores de los servicios de restauración, personales, protección y vendedores;5
Ambos sexos;Servicios de transporte;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Ambos sexos;Servicios de transporte;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);4
Ambos sexos;Servicios de transporte;Operadores de instalaciones y maquinaria, y montadores;0
Ambos sexos;Servicios de transporte;Ocupaciones elementales;7
Ambos sexos;Servicios de transporte;Ocupaciones militares;16
Ambos sexos;Servicios de transporte;No consta;0
Hombres;TOTAL;Total;25.644
Hombres;TOTAL;Directores y gerentes;1.162
Hombres;TOTAL;Técnicos y profesionales científicos e intelectuales;14.454
Hombres;TOTAL;Técnicos profesionales de apoyo;4.210
Hombres;TOTAL;Empleados contables, administrativos y otros empleados de oficina;2.036
Hombres;TOTAL;Trabajadores de los servicios de restauración, personales, protección y vendedores;2.142
Hombres;TOTAL;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;62
Hombres;TOTAL;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);259
Hombres;TOTAL;Operadores de instalaciones y maquinaria, y montadores;199
Hombres;TOTAL;Ocupaciones elementales;942
Hombres;TOTAL;Ocupaciones militares;130
Hombres;TOTAL;No consta;47
Hombres;01 - EDUCACIÓN;Total;6.248
Hombres;01 - EDUCACIÓN;Directores y gerentes;82
Hombres;01 - EDUCACIÓN;Técnicos y profesionales científicos e intelectuales;3.711
Hombres;01 - EDUCACIÓN;Técnicos profesionales de apoyo;942
Hombres;01 - EDUCACIÓN;Empleados contables, administrativos y otros empleados de oficina;365
Hombres;01 - EDUCACIÓN;Trabajadores de los servicios de restauración, personales, protección y vendedores;714
Hombres;01 - EDUCACIÓN;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;17
Hombres;01 - EDUCACIÓN;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);50
Hombres;01 - EDUCACIÓN;Operadores de instalaciones y maquinaria, y montadores;55
Hombres;01 - EDUCACIÓN;Ocupaciones elementales;294
Hombres;01 - EDUCACIÓN;Ocupaciones militares;5
Hombres;01 - EDUCACIÓN;No consta;12
Hombres;Ciencias de la Educación;Total;432
Hombres;Ciencias de la Educación;Directores y gerentes;0
Hombres;Ciencias de la Educación;Técnicos y profesionales científicos e intelectuales;315
Hombres;Ciencias de la Educación;Técnicos profesionales de apoyo;43
Hombres;Ciencias de la Educación;Empleados contables, administrativos y otros empleados de oficina;17
Hombres;Ciencias de la Educación;Trabajadores de los servicios de restauración, personales, protección y vendedores;34
Hombres;Ciencias de la Educación;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Ciencias de la Educación;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Ciencias de la Educación;Operadores de instalaciones y maquinaria, y montadores;9
Hombres;Ciencias de la Educación;Ocupaciones elementales;13
Hombres;Ciencias de la Educación;Ocupaciones militares;0
Hombres;Ciencias de la Educación;No consta;0
Hombres;Formación de docentes de enseñanza primaria;Total;37
Hombres;Formación de docentes de enseñanza primaria;Directores y gerentes;0
Hombres;Formación de docentes de enseñanza primaria;Técnicos y profesionales científicos e intelectuales;27
Hombres;Formación de docentes de enseñanza primaria;Técnicos profesionales de apoyo;3
Hombres;Formación de docentes de enseñanza primaria;Empleados contables, administrativos y otros empleados de oficina;2
Hombres;Formación de docentes de enseñanza primaria;Trabajadores de los servicios de restauración, personales, protección y vendedores;2
Hombres;Formación de docentes de enseñanza primaria;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;2
Hombres;Formación de docentes de enseñanza primaria;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);0
Hombres;Formación de docentes de enseñanza primaria;Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Formación de docentes de enseñanza primaria;Ocupaciones elementales;1
Hombres;Formación de docentes de enseñanza primaria;Ocupaciones militares;0
Hombres;Formación de docentes de enseñanza primaria;No consta;0
Hombres;Formación de docentes de educación secundaria y formación profesional;Total;5.753
Hombres;Formación de docentes de educación secundaria y formación profesional;Directores y gerentes;82
Hombres;Formación de docentes de educación secundaria y formación profesional;Técnicos y profesionales científicos e intelectuales;3.355
Hombres;Formación de docentes de educación secundaria y formación profesional;Técnicos profesionales de apoyo;893
Hombres;Formación de docentes de educación secundaria y formación profesional;Empleados contables, administrativos y otros empleados de oficina;341
Hombres;Formación de docentes de educación secundaria y formación profesional;Trabajadores de los servicios de restauración, personales, protección y vendedores;676
Hombres;Formación de docentes de educación secundaria y formación profesional;Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;15
Hombres;Formación de docentes de educación secundaria y formación profesional;Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);49
Hombres;Formación de docentes de educación secundaria y formación profesional;Operadores de instalaciones y maquinaria, y montadores;46
Hombres;Formación de docentes de educación secundaria y formación profesional;Ocupaciones elementales;279
Hombres;Formación de docentes de educación secundaria y formación profesional;Ocupaciones militares;5
Hombres;Formación de docentes de educación secundaria y formación profesional;No consta;12
Hombres;Educación (Otros estudios);Total;26
Hombres;Educación (Otros estudios);Directores y gerentes;0
Hombres;Educación (Otros estudios);Técnicos y profesionales científicos e intelectuales;15
Hombres;Educación (Otros estudios);Técnicos profesionales de apoyo;2
Hombres;Educación (Otros estudios);Empleados contables, administrativos y otros empleados de oficina;6
Hombres;Educación (Otros estudios);Trabajadores de los servicios de restauración, personales, protección y vendedores;2
Hombres;Educación (Otros estudios);Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;0
Hombres;Educación (Otros estudios);Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);2
Hombres;Educación (Otros estudios);Operadores de instalaciones y maquinaria, y montadores;0
Hombres;Educación (Otros estudios);Ocupaciones elementales;0
Hombres;Educación (Otros estudios);Ocupaciones militares;0
Hombres;Educación (Otros estudios);No consta;0
Hombres;02 - ARTES Y HUMANIDADES;Total;1.848
Hombres;02 - ARTES Y HUMANIDADES;Directores y gerentes;31
Hombres;02 - ARTES Y HUMANIDADES;Técnicos y profesionales científicos e intelectuales;1.092
Hombres;02 - ARTES Y HUMANIDADES;Técnicos profesionales de apoyo;187
Hombres;02 - ARTES Y HUMANIDADES;Empleados contables, administrativos y otros empleados de oficina;121
